ts,SA,NSW
25/08/2018 13:18,50.400642,49.811321
25/08/2018 13:18,50.399227,49.823349
25/08/2018 13:18,50.397766,49.8316
25/08/2018 13:18,50.401684,49.834526
25/08/2018 13:18,50.409115,49.835712
25/08/2018 13:18,50.418518,49.835438
25/08/2018 13:18,50.428207,49.830502
25/08/2018 13:18,50.43425,49.822433
25/08/2018 13:18,50.437592,49.812031
25/08/2018 13:18,50.435833,49.80291
25/08/2018 13:19,50.427464,49.796814
25/08/2018 13:19,50.416573,49.7938
25/08/2018 13:19,50.406269,49.795918
25/08/2018 13:19,50.397911,49.800282
25/08/2018 13:19,50.392635,49.806927
25/08/2018 13:19,50.391384,49.814541
25/08/2018 13:19,50.392632,49.823048
25/08/2018 13:19,50.395687,49.829533
25/08/2018 13:19,50.399559,49.831352
25/08/2018 13:19,50.403126,49.831879
25/08/2018 13:19,50.402737,49.833317
25/08/2018 13:19,50.399063,49.832767
25/08/2018 13:19,50.394032,49.830101
25/08/2018 13:19,50.389107,49.825676
25/08/2018 13:19,50.385006,49.820511
25/08/2018 13:19,50.381313,49.810577
25/08/2018 13:19,50.377834,49.800743
25/08/2018 13:19,50.374935,49.796932
25/08/2018 13:19,50.373886,49.795574
25/08/2018 13:19,50.375946,49.794994
25/08/2018 13:19,50.379162,49.796551
25/08/2018 13:19,50.383026,49.800613
25/08/2018 13:19,50.386288,49.805248
25/08/2018 13:19,50.388863,49.809429
25/08/2018 13:19,50.389698,49.809597
25/08/2018 13:19,50.387928,49.807812
25/08/2018 13:19,50.384487,49.806335
25/08/2018 13:19,50.379696,49.809101
25/08/2018 13:19,50.374805,49.812538
25/08/2018 13:19,50.371063,49.816555
25/08/2018 13:19,50.365757,49.818985
25/08/2018 13:19,50.358429,49.819572
25/08/2018 13:19,50.349789,49.818619
25/08/2018 13:19,50.342457,49.816143
25/08/2018 13:19,50.338337,49.813927
25/08/2018 13:19,50.33757,49.811462
25/08/2018 13:19,50.338997,49.807995
25/08/2018 13:19,50.343555,49.805424
25/08/2018 13:19,50.350792,49.803883
25/08/2018 13:19,50.3587,49.802155
25/08/2018 13:19,50.364758,49.800442
25/08/2018 13:19,50.368053,49.799541
25/08/2018 13:19,50.368279,49.79797
25/08/2018 13:19,50.367893,49.79689
25/08/2018 13:19,50.365742,49.797993
25/08/2018 13:19,50.363316,49.799644
25/08/2018 13:19,50.361809,49.801765
25/08/2018 13:19,50.359982,49.805344
25/08/2018 13:19,50.360737,49.809341
25/08/2018 13:19,50.36327,49.812656
25/08/2018 13:19,50.366364,49.816002
25/08/2018 13:19,50.371288,49.818417
25/08/2018 13:19,50.376614,49.81921
25/08/2018 13:19,50.381054,49.819588
25/08/2018 13:19,50.386196,49.818951
25/08/2018 13:19,50.389706,49.815029
25/08/2018 13:19,50.391193,49.808834
25/08/2018 13:19,50.392242,49.801807
25/08/2018 13:19,50.394676,49.798042
25/08/2018 13:19,50.399319,49.801815
25/08/2018 13:20,50.402573,49.804398
25/08/2018 13:20,50.404343,49.804008
25/08/2018 13:20,50.404499,49.801384
25/08/2018 13:20,50.402512,49.800316
25/08/2018 13:20,50.399265,49.800678
25/08/2018 13:20,50.396984,49.801414
25/08/2018 13:20,50.395496,49.801624
25/08/2018 13:20,50.392529,49.803493
25/08/2018 13:20,50.392162,49.808331
25/08/2018 13:20,50.399105,49.813793
25/08/2018 13:20,50.407932,49.821949
25/08/2018 13:20,50.41357,49.829994
25/08/2018 13:20,50.416649,49.833836
25/08/2018 13:20,50.417164,49.830463
25/08/2018 13:20,50.417252,49.82288
25/08/2018 13:20,50.417316,49.814819
25/08/2018 13:20,50.418877,49.808533
25/08/2018 13:20,50.421707,49.806549
25/08/2018 13:20,50.424019,49.806149
25/08/2018 13:20,50.424294,49.808544
25/08/2018 13:20,50.424171,49.813042
25/08/2018 13:20,50.423454,49.817833
25/08/2018 13:20,50.423111,49.819427
25/08/2018 13:20,50.424511,49.818573
25/08/2018 13:20,50.427696,49.818085
25/08/2018 13:20,50.432365,49.815456
25/08/2018 13:20,50.438305,49.81039
25/08/2018 13:20,50.442959,49.806286
25/08/2018 13:20,50.445866,49.8013
25/08/2018 13:20,50.446697,49.797558
25/08/2018 13:20,50.447437,49.79752
25/08/2018 13:20,50.446564,49.799664
25/08/2018 13:20,50.44635,49.803551
